borough,school_dbn,school_name,year,category,regents_exam,total_tested,mean_score,percent_65_or_above,id
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2017,SWD,US History and Government,13,70.69231,76.92308,28659
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,Non-SWD,Chemistry,51,65.62745,62.7451,28660
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,SWD,Chemistry,15,61.0,33.333332,28661
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,Non-SWD,Common Core Algebra,59,78.08475,94.91525,28662
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,SWD,Common Core Algebra,33,65.27273,66.666664,28663
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,Non-SWD,Common Core English,58,72.27586,84.48276,28664
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,SWD,Common Core English,28,65.46429,60.714287,28665
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,Non-SWD,Common Core Geometry,66,69.01515,78.78788,28666
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,SWD,Common Core Geometry,15,60.0,33.333332,28667
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,Non-SWD,Global History and Geography,55,76.818184,89.09091,28668
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,SWD,Global History and Geography,25,71.2,76.0,28669
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,Non-SWD,Living Environment,39,81.84615,100.0,28670
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,SWD,Living Environment,25,69.6,80.0,28671
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,Non-SWD,US History and Government,51,78.82353,92.15686,28672
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2018,SWD,US History and Government,15,70.666664,80.0,28673
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Chemistry,48,68.75,77.083336,28674
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,Chemistry,18,61.27778,38.88889,28675
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Common Core Algebra,47,76.80851,100.0,28676
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,Common Core Algebra,23,69.347824,78.26087,28677
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Common Core English,66,81.07576,95.454544,28678
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,Common Core English,27,71.03704,85.18519,28679
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Common Core Geometry,61,73.37705,86.88525,28680
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,Common Core Geometry,15,68.26667,66.666664,28681
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Global History and Geography,43,79.18604,93.023254,28682
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,Global History and Geography,24,60.666668,37.5,28683
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Living Environment,55,81.05454,96.36364,28684
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,Living Environment,16,67.125,62.5,28685
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Physics,7,70.0,71.42857,28686
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,Spanish,58,78.27586,86.206894,28687
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,Spanish,6,82.0,100.0,28688
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,Non-SWD,US History and Government,53,81.01887,90.56604,28689
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2019,SWD,US History and Government,15,72.26667,86.666664,28690
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2023,Non-SWD,Common Core Algebra,67,65.77612,56.71642,28691
Manhattan,84M726,KIPP S.T.A.R. College Preparatory Charter School,2023,SWD,Common Core Algebra,15,50.733334,20.0,28692
Manhattan,84M861,Future Leaders Institute Charter School,2022,Non-SWD,Common Core Algebra,15,66.666664,73.333336,28693
Manhattan,84M861,Future Leaders Institute Charter School,2023,Non-SWD,Common Core Algebra,11,72.454544,90.90909,28694
Queens,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2017,Non-SWD,Earth Science,104,86.76923,99.03846,28695
Queens,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2018,Non-SWD,Common Core Algebra,130,87.47692,99.23077,28696
Queens,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2018,Non-SWD,Living Environment,122,87.14754,100.0,28697
Queens,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2019,Non-SWD,Common Core Algebra,126,86.36508,99.20635,28698
Queens,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2019,Non-SWD,Living Environment,117,88.09402,100.0,28699
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2017,Non-SWD,Living Environment,33,88.36364,100.0,28700
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2018,Non-SWD,Common Core Algebra,31,87.741936,100.0,28701
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2018,Non-SWD,Living Environment,31,89.32258,100.0,28702
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2019,Non-SWD,Common Core Algebra,33,89.545456,100.0,28703
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2019,Non-SWD,Living Environment,32,90.15625,100.0,28704
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2023,Non-SWD,Common Core Algebra,113,73.60177,76.99115,28705
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2023,SWD,Common Core Algebra,13,57.0,23.076923,28706
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2023,Non-SWD,Living Environment,113,71.31858,69.91151,28707
Queens,24Q049,P.S. 049 Dorothy Bonawit Kole,2023,SWD,Living Environment,14,55.0,35.714287,28708
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2017,Non-SWD,Living Environment,165,80.030304,94.545456,28709
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2017,SWD,Living Environment,22,61.590908,50.0,28710
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2017,Non-SWD,US History and Government,248,71.46371,69.354836,28711
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2017,SWD,US History and Government,9,57.77778,22.222221,28712
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2018,Non-SWD,Common Core Algebra,149,73.342285,83.89262,28713
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2018,Non-SWD,Living Environment,358,70.9581,70.39106,28714
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2018,SWD,Living Environment,70,54.185715,22.857143,28715
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2018,Non-SWD,US History and Government,250,71.908,68.0,28716
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2019,Non-SWD,Living Environment,492,67.34553,60.365852,28717
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2019,SWD,Living Environment,72,52.333332,20.833334,28718
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2019,Non-SWD,US History and Government,247,72.49798,67.206474,28719
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2019,SWD,US History and Government,11,44.545456,18.181818,28720
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2023,Non-SWD,Common Core Algebra,171,74.08772,88.30409,28721
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2023,Non-SWD,Living Environment,169,75.6213,84.61539,28722
Queens,24Q061,I.S. 061 Leonardo Da Vinci,2023,Non-SWD,US History and Government,150,72.46667,87.333336,28723
Queens,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2019,Non-SWD,Common Core Algebra,213,87.65728,100.0,28724
Queens,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2019,Non-SWD,Living Environment,192,86.614586,100.0,28725
Queens,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2022,Non-SWD,Common Core Algebra,158,87.28481,100.0,28726
Queens,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2022,Non-SWD,Earth Science,157,88.681526,98.72611,28727
Queens,24Q077,Joseph F. Quinn Intermediate School 77,2017,Non-SWD,Living Environment,56,82.89286,92.85714,28728
Queens,24Q077,Joseph F. Quinn Intermediate School 77,2018,Non-SWD,Living Environment,58,79.06896,98.27586,28729
Queens,24Q077,Joseph F. Quinn Intermediate School 77,2019,Non-SWD,Living Environment,60,79.3,93.333336,28730
Queens,24Q087,P.S. | I.S. 087 Middle Village,2019,Non-SWD,Living Environment,11,74.545456,90.90909,28731
Queens,24Q093,I.S. 093 Ridgewood,2018,Non-SWD,Common Core Algebra,106,79.87736,92.45283,28732
Queens,24Q093,I.S. 093 Ridgewood,2018,SWD,Common Core Algebra,17,55.588234,35.294117,28733
Queens,24Q093,I.S. 093 Ridgewood,2019,Non-SWD,Common Core Algebra,296,71.71284,76.01351,28734
Queens,24Q093,I.S. 093 Ridgewood,2019,SWD,Common Core Algebra,63,56.904762,34.920635,28735
Queens,24Q093,I.S. 093 Ridgewood,2019,Non-SWD,Earth Science,59,82.745766,100.0,28736
Queens,24Q093,I.S. 093 Ridgewood,2022,Non-SWD,Common Core Algebra,299,65.187294,56.18729,28737
Queens,24Q093,I.S. 093 Ridgewood,2022,SWD,Common Core Algebra,70,51.8,18.571428,28738
Queens,24Q093,I.S. 093 Ridgewood,2022,Non-SWD,Earth Science,25,69.16,60.0,28739
Queens,24Q093,I.S. 093 Ridgewood,2022,Non-SWD,Living Environment,24,83.041664,95.833336,28740
Queens,24Q093,I.S. 093 Ridgewood,2023,Non-SWD,Common Core Algebra,306,64.55556,57.51634,28741
Queens,24Q093,I.S. 093 Ridgewood,2023,SWD,Common Core Algebra,50,54.18,22.0,28742
Queens,24Q093,I.S. 093 Ridgewood,2023,Non-SWD,Earth Science,30,75.76667,83.333336,28743
Queens,24Q093,I.S. 093 Ridgewood,2023,Non-SWD,Living Environment,30,81.13333,100.0,28744
Queens,24Q102,P.S. 102 Bayview,2017,Non-SWD,Common Core Algebra,10,77.5,100.0,28745
Queens,24Q102,P.S. 102 Bayview,2017,Non-SWD,Living Environment,28,88.5,100.0,28746
Queens,24Q102,P.S. 102 Bayview,2018,Non-SWD,Common Core Algebra,29,89.51724,96.55173,28747
Queens,24Q102,P.S. 102 Bayview,2018,Non-SWD,Living Environment,28,90.03571,100.0,28748
Queens,24Q102,P.S. 102 Bayview,2019,Non-SWD,Common Core Algebra,29,92.06896,100.0,28749
Queens,24Q102,P.S. 102 Bayview,2019,Non-SWD,Living Environment,28,91.67857,100.0,28750
Queens,24Q102,P.S. 102 Bayview,2022,Non-SWD,Living Environment,28,86.92857,100.0,28751
Queens,24Q102,P.S. 102 Bayview,2023,Non-SWD,Common Core Algebra,30,86.4,100.0,28752
Queens,24Q102,P.S. 102 Bayview,2023,Non-SWD,Living Environment,30,87.53333,100.0,28753
Queens,24Q113,P.S. | I.S. 113 Anthony J. Pranzo,2017,Non-SWD,Common Core Algebra,38,83.552635,100.0,28754
Queens,24Q113,P.S. | I.S. 113 Anthony J. Pranzo,2017,Non-SWD,Earth Science,33,84.78788,100.0,28755
Queens,24Q113,P.S. | I.S. 113 Anthony J. Pranzo,2018,Non-SWD,Common Core Algebra,35,81.77143,100.0,28756
Queens,24Q113,P.S. | I.S. 113 Anthony J. Pranzo,2018,Non-SWD,Earth Science,32,87.5,100.0,28757
Queens,24Q113,P.S. | I.S. 113 Anthony J. Pranzo,2019,Non-SWD,Common Core Algebra,30,78.833336,100.0,28758
Queens,24Q113,P.S. | I.S. 113 Anthony J. Pranzo,2019,Non-SWD,Earth Science,30,84.13333,96.666664,28759
Queens,24Q113,P.S. | I.S. 113 Anthony J. Pranzo,2022,Non-SWD,Common Core Algebra,31,81.0,96.77419,28760
Queens,24Q119,P.S. | I.S. 119 The Glendale,2017,Non-SWD,Common Core Algebra,109,92.29358,99.082565,28761
Queens,24Q119,P.S. | I.S. 119 The Glendale,2017,Non-SWD,Earth Science,107,91.943924,100.0,28762
Queens,24Q119,P.S. | I.S. 119 The Glendale,2017,Non-SWD,Living Environment,108,87.77778,100.0,28763
Queens,24Q119,P.S. | I.S. 119 The Glendale,2018,Non-SWD,Common Core Algebra,114,92.27193,100.0,28764
Queens,24Q119,P.S. | I.S. 119 The Glendale,2018,Non-SWD,Earth Science,82,95.097565,100.0,28765
Queens,24Q119,P.S. | I.S. 119 The Glendale,2019,Non-SWD,Living Environment,33,88.51515,96.969696,28766
Queens,24Q119,P.S. | I.S. 119 The Glendale,2022,Non-SWD,Common Core Algebra,101,89.21782,99.0099,28767
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2017,Non-SWD,Common Core English,121,89.36364,99.17355,28768
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2017,Non-SWD,Earth Science,60,87.566666,98.333336,28769
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2017,Non-SWD,Living Environment,91,78.7033,95.60439,28770
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2017,Non-SWD,US History and Government,123,84.308945,95.12195,28771
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2018,Non-SWD,Common Core Algebra,199,83.40201,98.99497,28772
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2018,SWD,Common Core Algebra,6,75.833336,100.0,28773
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2018,Non-SWD,Earth Science,26,91.84615,100.0,28774
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2018,Non-SWD,Living Environment,86,86.18604,100.0,28775
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2018,Non-SWD,US History and Government,86,88.80232,100.0,28776
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2019,Non-SWD,Common Core Algebra,368,79.578804,92.11957,28777
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2019,SWD,Common Core Algebra,11,63.81818,45.454544,28778
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2019,Non-SWD,Common Core English,139,87.70503,98.56115,28779
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2019,Non-SWD,Earth Science,29,85.89655,93.10345,28780
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2019,Non-SWD,Living Environment,112,84.58036,99.10714,28781
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2019,Non-SWD,US History and Government,138,88.014496,98.55073,28782
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2022,Non-SWD,Common Core Algebra,145,79.37241,93.793106,28783
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2022,Non-SWD,Common Core English,120,85.8,99.166664,28784
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2022,Non-SWD,Earth Science,30,80.2,83.333336,28785
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2022,Non-SWD,Living Environment,89,82.11236,97.75281,28786
Queens,24Q125,I.S. 125 Thom J. McCann Woodside,2023,Non-SWD,Earth Science,29,86.72414,96.55173,28787
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2017,Non-SWD,Living Environment,33,86.21212,100.0,28788
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2018,Non-SWD,Living Environment,33,87.93939,100.0,28789
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2019,Non-SWD,Common Core Algebra,33,86.21212,100.0,28790
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2019,Non-SWD,Living Environment,33,87.15151,100.0,28791
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2022,Non-SWD,Common Core Algebra,31,84.22581,100.0,28792
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2022,Non-SWD,Living Environment,32,85.625,100.0,28793
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2023,Non-SWD,Common Core Algebra,32,87.0,100.0,28794
Queens,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",2023,Non-SWD,Living Environment,32,87.78125,100.0,28795
Queens,24Q236,International High School for Health Sciences,2017,Non-SWD,Common Core English,101,62.41584,58.41584,28796
Queens,24Q236,International High School for Health Sciences,2017,Non-SWD,Common Core Geometry,7,78.28571,85.71429,28797
Queens,24Q236,International High School for Health Sciences,2018,Non-SWD,Common Core Geometry,13,64.07692,53.846153,28798
Queens,24Q236,International High School for Health Sciences,2019,Non-SWD,Common Core Algebra,130,63.984615,50.0,28799
Queens,24Q236,International High School for Health Sciences,2019,SWD,Common Core Algebra,6,45.333332,0.0,28800
Queens,24Q236,International High School for Health Sciences,2022,Non-SWD,Common Core Algebra,6,43.166668,0.0,28801
Queens,24Q264,Academy of Finance and Enterprise,2017,Non-SWD,Common Core Algebra,156,74.94231,91.02564,28802
Queens,24Q264,Academy of Finance and Enterprise,2017,SWD,Common Core Algebra,33,73.454544,81.818184,28803
Queens,24Q264,Academy of Finance and Enterprise,2017,Non-SWD,Common Core Algebra 2,81,76.296295,93.82716,28804
Queens,24Q264,Academy of Finance and Enterprise,2017,SWD,Common Core Algebra 2,6,73.166664,83.333336,28805
Queens,24Q264,Academy of Finance and Enterprise,2017,Non-SWD,Common Core English,122,84.20492,98.36066,28806
Queens,24Q264,Academy of Finance and Enterprise,2017,SWD,Common Core English,16,83.6875,100.0,28807
Queens,24Q264,Academy of Finance and Enterprise,2017,Non-SWD,Common Core Geometry,158,68.59494,72.1519,28808
